N
N,51.9212
N,51.9212,-8.17579
N,51.9212,-8.17579,P578
N,51.9212,-8.17579,P578,03 Feb 2026
N,51.9212,-8.17579,P578,03 Feb 2026,P578\nMidleton to Cork\nExpected Departure 20:45
N,51.9212,-8.17579,P578,03 Feb 2026,P578\nMidleton to Cork\nExpected Departure 20:45,To Cork
N
N,52.5009
N,52.5009,-8.20003
N,52.5009,-8.20003,A448
N,52.5009,-8.20003,A448,03 Feb 2026
N,52.5009,-8.20003,A448,03 Feb 2026,A448\nLimerick Junction to Limerick\nExpected Departure 20:48
N,52.5009,-8.20003,A448,03 Feb 2026,A448\nLimerick Junction to Limerick\nExpected Departure 20:48,To Limerick
N
N,53.2736
N,53.2736,-9.04696
N,53.2736,-9.04696,A731
N,53.2736,-9.04696,A731,03 Feb 2026
N,53.2736,-9.04696,A731,03 Feb 2026,A731\nGalway to Dublin Heuston\nExpected Departure 20:50
N,53.2736,-9.04696,A731,03 Feb 2026,A731\nGalway to Dublin Heuston\nExpected Departure 20:50,To Dublin Heuston
N
N,53.3223
N,53.3223,-6.52356
N,53.3223,-6.52356,P421
N,53.3223,-6.52356,P421,03 Feb 2026
N,53.3223,-6.52356,P421,03 Feb 2026,P421\nHazelhatch to Grand Canal Dock\nExpected Departure 20:42
N,53.3223,-6.52356,P421,03 Feb 2026,P421\nHazelhatch to Grand Canal Dock\nExpected Departure 20:42,Northbound
N
N,53.3397
N,53.3397,-6.23773
N,53.3397,-6.23773,D835
N,53.3397,-6.23773,D835,03 Feb 2026
N,53.3397,-6.23773,D835,03 Feb 2026,D835\nGrand Canal Dock to Drogheda\nExpected Departure 20:48
N,53.3397,-6.23773,D835,03 Feb 2026,D835\nGrand Canal Dock to Drogheda\nExpected Departure 20:48,To Drogheda
N
N,53.3531
N,53.3531,-6.24591
N,53.3531,-6.24591,A130
N,53.3531,-6.24591,A130,03 Feb 2026
N,53.3531,-6.24591,A130,03 Feb 2026,A130\nDublin Connolly to Belfast\nExpected Departure 20:50
N,53.3531,-6.24591,A130,03 Feb 2026,A130\nDublin Connolly to Belfast\nExpected Departure 20:50,Northbound
N
N,53.3891
N,53.3891,-6.07401
N,53.3891,-6.07401,E130
N,53.3891,-6.07401,E130,03 Feb 2026
N,53.3891,-6.07401,E130,03 Feb 2026,E130\nHowth to Greystones\nExpected Departure 20:46
N,53.3891,-6.07401,E130,03 Feb 2026,E130\nHowth to Greystones\nExpected Departure 20:46,Southbound
N
N,53.4349
N,53.4349,-6.46898
N,53.4349,-6.46898,P330
N,53.4349,-6.46898,P330,03 Feb 2026
